,Unnamed: 0,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
7201,7201,28,6,204984,9,13,4,13,1,4,1,0,0,45,39
7202,7202,63,6,35021,9,13,2,10,0,1,1,0,1977,32,3
7203,7203,40,6,238574,14,15,2,10,0,4,1,0,0,55,39
7204,7204,33,4,345360,15,10,4,12,1,4,1,0,0,40,39
7205,7205,40,4,192381,15,10,2,3,0,4,1,0,0,50,39
7206,7206,25,4,479765,5,4,4,12,2,4,1,0,0,45,13
7207,7207,45,5,34091,9,13,2,4,0,4,1,0,0,38,39
7208,7208,30,4,151773,15,10,2,7,0,4,1,0,0,40,39
7209,7209,53,4,299080,15,10,4,1,4,2,0,0,0,40,39
7210,7210,63,4,135339,11,9,2,1,0,1,1,2105,0,40,40
7211,7211,27,2,52156,15,10,2,11,0,4,1,0,0,60,39
7212,7212,31,4,318647,1,7,4,3,1,4,1,0,0,40,39
7213,7213,33,4,80145,11,9,2,14,0,4,1,0,0,60,39
7214,7214,39,7,343646,9,13,0,11,1,4,1,0,0,40,26
7215,7215,42,6,198692,15,10,2,3,0,4,1,0,0,45,39
7216,7216,19,4,266635,11,9,4,8,3,2,1,0,0,30,39
7217,7217,31,4,197672,9,13,2,10,0,4,1,0,0,40,39
7218,7218,53,4,185846,11,9,2,3,0,4,1,0,0,40,39
7219,7219,47,6,315110,15,10,2,10,0,4,1,0,0,20,39
7220,7220,27,4,220754,10,16,4,1,3,4,0,0,0,40,39
7221,7221,22,4,64292,11,9,4,13,1,4,0,0,0,40,39
7222,7222,29,4,126060,11,9,2,12,5,4,0,0,0,40,39
7223,7223,52,4,78012,11,9,6,12,4,4,0,0,1762,40,39
7224,7224,32,4,210562,8,11,0,3,3,4,1,0,0,46,39
7225,7225,23,4,350181,11,9,4,12,1,4,1,0,0,40,39
7226,7226,27,4,233421,15,10,4,1,3,4,1,0,0,20,39
7227,7227,53,4,167170,11,9,6,7,1,2,0,0,0,40,39
7228,7228,18,4,260801,11,9,4,6,3,4,1,0,0,20,39
7229,7229,41,4,173370,9,13,5,12,4,4,0,0,0,30,39
7230,7230,27,4,135520,11,9,2,7,5,4,0,0,0,40,6
7231,7231,30,4,121308,15,10,0,12,3,4,1,0,0,40,39
7232,7232,41,4,444743,11,9,0,13,4,4,0,0,0,40,39
7233,7233,21,4,65225,15,10,4,1,1,4,0,0,0,30,39
7234,7234,58,7,136982,11,9,3,8,4,2,0,0,0,40,16
7235,7235,45,7,271962,9,13,0,11,1,4,0,0,0,40,39
7236,7236,40,4,204046,0,6,0,14,3,4,1,0,0,40,39
7237,7237,21,4,225823,15,10,4,1,1,4,0,0,0,40,39
7238,7238,29,4,183009,9,13,4,10,1,3,0,0,1590,40,39
7239,7239,50,4,121038,8,11,2,8,5,2,0,0,0,40,39
7240,7240,26,4,49092,11,9,2,3,0,4,1,0,0,40,39
7241,7241,23,4,148709,11,9,5,6,2,4,0,0,0,40,39
7242,7242,27,4,209205,9,13,4,13,3,4,1,0,0,40,39
7243,7243,36,2,285865,9,13,4,1,1,2,0,0,0,40,39
7244,7244,22,1,216129,11,9,4,1,2,4,1,0,0,40,39
7245,7245,37,1,40955,15,10,4,8,3,4,1,0,0,40,24
7246,7246,54,4,197189,9,13,2,14,0,4,1,0,0,40,39
7247,7247,36,4,33001,11,9,0,5,4,4,1,0,0,50,39
7248,7248,44,4,227399,8,11,2,4,0,2,1,0,0,40,39
7249,7249,38,4,164050,15,10,2,11,0,2,1,0,0,40,39
7250,7250,49,4,259087,15,10,0,3,1,4,0,0,0,40,39
7251,7251,18,4,236262,1,7,4,6,3,4,1,0,0,12,39
7252,7252,26,4,177929,9,13,4,12,1,4,1,0,0,48,39
7253,7253,48,4,166929,9,13,2,1,0,4,1,0,0,45,0
7254,7254,32,4,199963,1,7,2,7,5,4,0,0,0,40,39
7255,7255,35,7,98776,11,9,4,13,3,4,1,0,0,40,39
7256,7256,40,4,135056,11,9,4,1,1,4,0,0,0,45,39
7257,7257,40,6,55363,11,9,2,3,0,4,1,3411,0,40,39
7258,7258,42,7,102343,14,15,2,10,0,1,1,0,0,72,19
7259,7259,30,4,231263,11,9,2,12,0,4,1,0,0,40,39
7260,7260,19,4,226913,15,10,4,12,3,4,0,0,0,20,39
7261,7261,36,4,129573,7,12,2,12,0,4,1,0,0,60,39
7262,7262,31,4,191001,11,9,4,12,1,4,0,0,0,40,39
7263,7263,50,1,69345,7,12,2,4,0,4,1,0,0,60,39
7264,7264,38,4,204556,11,9,0,3,1,2,1,0,0,40,39
7265,7265,35,4,192626,15,10,2,10,0,4,1,0,0,50,39
7266,7266,45,4,202812,9,13,2,10,0,4,1,0,0,40,39
7267,7267,29,4,405177,0,6,5,12,4,4,0,0,0,40,39
7268,7268,41,4,227890,15,10,0,3,1,4,1,0,0,46,39
7269,7269,33,4,101352,14,15,4,10,1,4,0,0,0,50,39
7270,7270,49,4,82572,15,10,4,8,1,4,0,0,0,60,39
7271,7271,28,4,132686,15,10,2,4,0,4,1,0,0,40,39
7272,7272,49,2,149210,9,13,2,11,0,2,1,15024,0,40,39
7273,7273,27,4,245661,11,9,5,7,3,4,0,0,0,40,39
7274,7274,47,5,483596,11,9,2,4,0,4,1,2885,0,32,39
7275,7275,42,7,104663,10,16,4,4,1,4,0,0,0,40,22
7276,7276,30,4,347166,11,9,4,4,1,4,1,0,0,60,39
7277,7277,37,2,108540,11,9,2,3,0,4,1,0,0,40,39
7278,7278,37,4,333305,10,16,2,10,5,4,0,0,0,35,39
7279,7279,51,4,155408,11,9,3,12,1,2,0,0,0,38,39
7280,7280,27,1,246372,11,9,2,8,0,4,1,0,0,40,39
7281,7281,53,4,30290,11,9,4,12,1,4,0,0,0,40,39
7282,7282,45,4,347321,11,9,4,3,1,4,1,0,0,40,39
7283,7283,37,5,205852,9,13,2,10,0,4,1,0,0,45,39
7284,7284,40,1,163215,9,13,4,10,1,4,0,0,0,40,0
7285,7285,54,7,93449,12,14,2,10,0,1,1,0,0,40,19
7286,7286,47,5,116927,11,9,2,4,0,4,1,0,0,42,39
7287,7287,35,4,164526,11,9,2,8,0,4,1,0,0,40,41
7288,7288,33,4,31573,11,9,2,7,0,4,1,0,0,40,39
7289,7289,28,2,125159,15,10,4,1,2,2,1,0,0,40,14
7290,7290,39,7,201105,9,13,2,4,5,4,0,0,0,55,39
7291,7291,25,0,122745,11,9,4,0,3,4,1,0,1602,40,39
7292,7292,33,4,150570,9,13,2,12,0,4,1,0,0,40,39
7293,7293,34,4,118941,1,7,4,8,1,4,0,0,0,40,21
7294,7294,53,4,141388,11,9,2,14,0,4,1,0,0,40,39
7295,7295,21,4,174714,7,12,4,1,3,4,1,0,0,35,39
7296,7296,31,7,75755,10,16,2,4,0,4,1,7298,0,55,39
7297,7297,63,4,133144,11,9,2,10,0,4,1,0,0,45,39
7298,7298,21,6,318865,15,10,4,8,3,4,1,0,0,30,39
7299,7299,59,4,109638,11,9,2,3,0,4,1,0,0,40,39
7300,7300,50,4,92969,3,2,5,10,4,2,0,0,0,40,39
7301,7301,66,0,376028,11,9,2,0,5,4,0,0,0,20,39
7302,7302,19,4,144161,11,9,4,14,3,4,1,0,0,30,39
7303,7303,31,4,183778,9,13,4,13,1,4,1,0,0,45,39
7304,7304,23,4,398904,9,13,2,10,5,4,0,0,0,40,39
7305,7305,45,4,170846,8,11,2,4,5,4,0,0,0,40,39
7306,7306,35,2,204277,9,13,2,10,0,4,1,0,0,40,39
7307,7307,32,4,205152,9,13,4,3,3,4,1,0,0,40,39
7308,7308,20,4,225395,5,4,4,7,2,4,0,0,0,60,26
7309,7309,38,4,33975,11,9,2,4,2,4,1,0,0,40,39
7310,7310,49,4,147032,11,9,2,8,5,1,0,0,0,8,30
7311,7311,64,4,174826,11,9,0,7,1,4,0,0,0,40,39
7312,7312,60,2,232769,1,7,2,14,0,4,1,0,0,20,39
7313,7313,25,4,36984,9,13,4,10,1,4,0,0,0,50,39
7314,7314,21,4,292264,11,9,4,3,1,4,1,0,0,35,39
7315,7315,26,4,303973,11,9,4,9,2,4,0,0,1602,15,26
7316,7316,23,4,287988,15,10,4,1,1,4,1,0,0,20,39
7317,7317,67,5,330144,12,14,2,12,0,4,1,0,0,48,39
7318,7318,24,4,191948,11,9,0,12,4,4,0,0,0,30,39
7319,7319,46,4,324601,3,2,5,7,3,4,0,0,0,40,13
7320,7320,38,7,200289,10,16,2,10,0,1,1,0,0,40,36
7321,7321,20,4,113307,5,4,4,7,2,4,1,0,0,40,39
7322,7322,28,0,194087,15,10,4,0,2,4,0,0,0,40,39
7323,7323,26,4,155213,9,13,4,10,1,4,1,0,0,48,39
7324,7324,58,4,175127,11,9,2,7,0,4,1,0,0,40,39
7325,7325,31,7,358461,15,10,4,8,1,1,1,0,0,40,39
7326,7326,37,7,354929,7,12,0,11,1,2,1,0,0,38,39
7327,7327,53,7,104501,10,16,2,10,0,4,1,0,0,40,0
7328,7328,45,4,112929,5,4,0,7,1,2,0,0,0,35,39
7329,7329,33,4,132832,11,9,4,1,1,4,0,0,0,50,39
7330,7330,33,7,357691,12,14,2,11,0,2,1,0,0,40,39
7331,7331,35,4,114605,11,9,0,6,1,4,1,0,0,25,39
7332,7332,60,6,525878,11,9,2,4,0,2,1,0,0,40,39
7333,7333,21,4,68358,15,10,4,12,3,4,0,0,0,20,39
7334,7334,38,4,174571,0,6,2,3,0,2,1,0,0,45,39
7335,7335,40,4,42703,8,11,0,3,4,4,0,0,0,40,39
7336,7336,40,4,220589,15,10,2,12,5,4,0,0,0,40,39
7337,7337,44,6,197558,14,15,2,10,0,4,1,0,0,70,39
7338,7338,27,4,423250,15,10,2,4,0,4,1,0,0,60,39
7339,7339,34,6,29254,15,10,2,3,0,4,1,0,0,55,39
7340,7340,20,0,308924,15,10,4,0,3,4,1,0,0,25,39
7341,7341,49,2,276247,15,10,2,11,0,4,1,0,0,40,39
7342,7342,37,4,213841,15,10,2,3,0,4,1,0,0,50,39
7343,7343,52,4,181677,0,6,2,14,0,4,1,0,0,30,39
7344,7344,46,4,160061,15,10,2,7,0,2,1,0,0,40,39
7345,7345,20,4,285295,15,10,4,7,1,1,0,0,0,40,0
7346,7346,43,4,265266,11,9,2,3,0,4,1,0,0,40,39
7347,7347,46,2,222115,9,13,0,1,1,4,0,99999,0,40,39
7348,7348,25,7,194954,15,10,2,8,5,4,0,0,0,15,39
7349,7349,48,4,156926,9,13,0,1,1,4,1,0,0,40,39
7350,7350,36,2,217414,15,10,0,11,4,4,1,0,0,55,39
7351,7351,37,4,538443,11,9,0,3,1,4,1,14344,0,40,39
7352,7352,18,0,192399,15,10,4,0,3,4,1,0,0,60,39
7353,7353,42,4,383493,12,14,2,10,0,4,1,0,0,50,39
7354,7354,60,4,193235,7,12,2,1,0,4,1,0,0,24,39
7355,7355,37,5,99452,15,10,2,14,0,4,1,0,0,55,39
7356,7356,44,2,254134,7,12,0,13,1,2,1,0,0,40,39
7357,7357,32,4,90446,0,6,2,3,0,4,1,0,0,40,39
7358,7358,29,4,116613,9,13,4,1,3,4,0,0,0,40,32
7359,7359,42,2,238188,12,14,2,10,0,4,1,0,0,35,39
7360,7360,17,4,95909,1,7,4,6,3,4,1,0,0,12,39
7361,7361,41,4,82319,2,8,2,8,5,4,0,0,0,10,39
7362,7362,34,4,182274,15,10,2,4,5,4,0,0,1887,40,39
7363,7363,56,4,179625,0,6,5,8,4,4,0,0,0,32,39
7364,7364,28,4,119793,15,10,4,1,3,4,1,0,0,40,39
7365,7365,28,6,254989,1,7,4,12,3,4,1,0,0,40,39
7366,7366,19,4,104830,5,4,4,14,4,4,1,0,0,25,13
7367,7367,49,1,110373,15,10,2,13,0,4,1,0,0,40,39
7368,7368,36,6,135416,15,10,2,8,5,4,0,0,0,50,39
7369,7369,25,4,298225,15,10,2,14,0,4,1,0,0,35,39
7370,7370,42,4,166740,9,13,0,10,1,4,1,0,0,40,39
7371,7371,47,6,213668,14,15,2,10,0,4,1,0,1977,50,39
7372,7372,26,4,276624,15,10,2,11,0,4,1,0,0,40,39
7373,7373,35,4,226789,15,10,2,4,0,4,1,0,0,58,39
7374,7374,37,4,31023,11,9,2,3,0,4,1,0,0,45,39
7375,7375,39,2,116666,11,9,4,11,3,0,1,4650,0,48,39
7376,7376,42,4,136986,11,9,2,4,0,4,1,0,0,35,39
7377,7377,41,4,179580,15,10,0,8,1,4,0,0,0,36,39
7378,7378,23,4,103277,15,10,0,8,3,4,0,0,0,24,39
7379,7379,31,1,351141,11,9,2,13,0,4,1,0,0,40,39
7380,7380,36,2,191161,15,10,2,11,0,4,1,0,0,57,39
7381,7381,20,4,148709,15,10,4,10,4,4,0,0,0,25,39
7382,7382,36,4,128382,15,10,4,7,4,4,1,0,0,45,39
7383,7383,50,4,144361,11,9,2,7,0,4,1,0,0,50,39
7384,7384,37,4,172538,11,9,4,7,3,4,1,0,0,40,39
7385,7385,25,4,102476,9,13,4,5,3,4,1,27828,0,50,39
7386,7386,39,4,46028,15,10,0,8,4,4,0,0,0,60,39
7387,7387,32,4,198452,11,9,2,5,5,4,0,0,0,40,39
7388,7388,59,4,193895,15,10,6,1,1,4,0,0,0,35,39
7389,7389,29,4,233421,9,13,2,3,0,4,1,3411,0,45,39
7390,7390,50,4,378747,11,9,2,14,0,2,1,0,0,40,39
7391,7391,42,4,31251,8,11,2,12,0,4,1,0,0,37,39
7392,7392,32,4,71540,15,10,0,10,1,4,1,0,0,40,39
7393,7393,48,4,194772,7,12,2,12,0,4,1,0,1902,40,39
7394,7394,20,4,34568,11,9,2,3,0,4,1,3781,0,35,39
7395,7395,50,6,36480,0,6,0,3,1,4,1,0,0,45,39
7396,7396,18,4,116528,15,10,4,3,1,4,1,0,0,30,39
7397,7397,60,4,52152,12,14,4,10,1,4,1,0,0,50,39
7398,7398,60,4,216690,15,10,2,10,0,4,1,0,0,40,0
7399,7399,42,2,227065,12,14,4,10,1,4,1,0,0,22,39
7400,7400,49,4,84013,11,9,0,8,4,4,0,0,0,35,39
7401,7401,35,5,82051,15,10,2,12,5,4,0,0,0,40,39
7402,7402,30,6,176185,7,12,2,12,0,4,1,0,0,60,20
7403,7403,59,4,115414,15,10,2,4,0,4,1,0,0,40,39
7404,7404,24,5,493034,11,9,4,8,1,2,1,13550,0,50,39
7405,7405,55,4,354923,7,12,0,1,4,4,0,0,0,40,39
7406,7406,19,4,393712,11,9,4,1,3,4,0,0,0,20,39
7407,7407,39,4,98941,11,9,2,3,0,4,1,0,0,40,39
7408,7408,48,4,141483,15,10,0,4,4,4,0,0,0,40,39
7409,7409,44,4,172479,9,13,2,10,0,4,1,7688,0,40,39
7410,7410,21,4,226145,15,10,4,6,3,4,1,0,0,30,39
7411,7411,23,4,394612,9,13,4,13,3,2,1,0,0,40,39
7412,7412,22,4,231085,15,10,4,8,3,4,1,0,0,30,39
7413,7413,55,6,183810,12,14,2,10,0,4,1,0,0,55,39
7414,7414,19,4,186159,15,10,4,12,1,4,0,0,0,40,39
7415,7415,23,4,162282,15,10,4,6,1,4,1,0,0,25,39
7416,7416,46,4,219021,11,9,2,14,0,4,1,15024,0,44,39
7417,7417,23,4,273206,9,13,4,1,1,4,0,0,0,23,39
7418,7418,47,5,332355,12,14,2,4,0,4,1,15024,0,50,39
7419,7419,23,4,102729,15,10,4,12,3,4,0,0,0,15,39
7420,7420,42,4,198096,15,10,2,8,0,4,1,0,0,40,39
7421,7421,22,7,292933,9,13,4,1,3,4,0,0,0,10,39
7422,7422,18,4,135924,11,9,4,1,3,4,1,0,0,20,39
7423,7423,37,4,99146,9,13,2,4,0,4,1,0,1977,50,39
7424,7424,34,4,27409,6,5,2,3,0,4,1,0,0,50,39
7425,7425,30,4,299507,7,12,5,8,4,4,0,0,0,40,39
7426,7426,62,6,102631,15,10,6,5,4,4,0,0,0,50,39
7427,7427,51,4,153486,15,10,2,6,0,4,1,0,0,40,39
7428,7428,34,4,434292,11,9,2,8,0,2,1,0,0,30,39
7429,7429,28,6,240172,12,14,4,10,3,4,1,0,0,40,39
7430,7430,56,4,219426,0,6,4,6,1,4,1,0,0,40,39
7431,7431,46,4,295791,11,9,0,13,1,4,0,0,0,30,39
7432,7432,46,4,114032,15,10,2,13,0,4,1,0,1887,45,39
7433,7433,23,2,496382,15,10,3,1,3,4,0,0,0,40,13
7434,7434,33,4,376483,9,13,2,1,5,2,0,0,0,30,39
7435,7435,27,4,107218,11,9,4,8,3,1,1,0,0,40,39
7436,7436,21,4,246207,15,10,4,1,3,2,0,0,0,20,39
7437,7437,18,0,80564,11,9,4,0,3,4,1,0,0,60,39
7438,7438,36,4,83089,4,3,2,7,0,4,1,7298,0,40,26
7439,7439,37,2,328301,9,13,0,10,1,4,0,0,0,36,39
7440,7440,39,2,301614,1,7,2,8,0,4,1,0,0,40,39
7441,7441,36,4,199739,11,9,2,14,0,4,1,7298,0,60,39
7442,7442,24,4,180060,7,12,4,3,1,4,1,2354,0,40,39
7443,7443,26,4,121040,7,12,4,4,3,2,0,0,0,40,39
7444,7444,37,4,125550,11,9,0,12,1,4,0,0,0,60,39
7445,7445,34,4,170772,11,9,2,3,0,4,1,0,0,50,39
7446,7446,33,4,180551,11,9,0,4,4,4,0,0,0,40,39
7447,7447,33,6,48189,11,9,2,11,0,4,1,0,0,30,39
7448,7448,20,4,432154,11,9,4,12,3,4,0,0,0,8,26
7449,7449,26,4,263200,15,10,0,1,4,4,0,0,0,38,39
7450,7450,47,4,123207,11,9,2,1,5,4,0,0,0,20,39
7451,7451,17,4,110798,1,7,4,12,3,4,0,0,0,20,39
7452,7452,53,4,238481,8,11,2,4,0,4,1,0,1485,40,39
7453,7453,31,4,185528,15,10,0,12,3,4,0,0,0,35,39
7454,7454,34,4,181311,1,7,2,7,0,4,1,0,0,40,39
7455,7455,23,4,528616,4,3,2,8,0,4,1,0,0,40,26
7456,7456,39,4,272950,9,13,2,3,0,4,1,0,0,45,39
7457,7457,22,0,195532,11,9,4,0,3,4,0,0,0,40,39
7458,7458,21,4,197583,15,10,4,1,3,4,0,0,0,20,39
7459,7459,40,4,48612,11,9,4,1,4,2,0,0,0,35,39
7460,7460,54,2,31533,12,14,2,1,0,4,1,7298,0,40,39
7461,7461,32,1,148138,9,13,2,10,0,1,1,0,2002,40,20
7462,7462,29,2,30069,11,9,2,8,5,4,0,2635,0,40,39
7463,7463,68,0,170182,15,10,4,0,4,2,0,0,0,40,39
7464,7464,27,2,230885,9,13,2,11,0,4,1,0,0,45,39
7465,7465,54,4,174102,15,10,4,4,1,4,1,0,0,40,39
7466,7466,23,4,352606,11,9,0,9,4,4,0,0,0,40,39
7467,7467,38,4,241153,12,14,2,4,0,4,1,0,0,48,39
7468,7468,54,4,155433,11,9,2,8,5,4,0,0,0,35,39
7469,7469,21,4,109414,15,10,4,10,3,1,1,0,1974,40,39
7470,7470,40,4,125461,8,11,4,10,1,4,1,0,0,42,39
7471,7471,19,4,331556,0,6,4,8,1,4,0,0,0,40,39
7472,7472,21,0,138575,11,9,4,0,2,4,1,0,0,60,39
7473,7473,35,4,223514,9,13,2,1,5,2,0,0,0,40,39
7474,7474,39,4,115418,15,10,4,1,3,4,0,2174,0,45,39
7475,7475,38,4,193026,11,9,4,8,4,4,1,0,1408,40,0
7476,7476,41,4,147206,2,8,2,6,0,4,1,0,0,40,39
7477,7477,26,4,174592,15,10,4,1,1,4,0,0,0,40,39
7478,7478,35,4,268620,11,9,0,8,1,4,0,0,0,45,39
7479,7479,70,6,150886,15,10,2,3,0,4,1,0,0,25,39
7480,7480,45,4,112362,0,6,2,12,0,4,1,0,0,40,39
7481,7481,83,4,195507,11,9,6,11,1,4,1,0,0,55,39
7482,7482,59,4,192983,11,9,5,8,1,4,0,0,0,40,39
7483,7483,18,4,120544,6,5,4,8,3,2,1,0,0,15,39
7484,7484,31,4,59083,11,9,2,1,0,4,1,0,0,40,39
7485,7485,43,4,208277,12,14,2,10,5,4,0,0,0,45,39
7486,7486,24,2,184678,9,13,4,10,1,4,0,0,0,40,39
7487,7487,33,4,278736,8,11,2,7,0,4,1,0,0,50,39
7488,7488,48,2,39464,12,14,4,10,1,4,0,0,0,52,39
7489,7489,27,4,162343,9,13,2,4,0,4,1,0,0,40,6
7490,7490,41,4,204046,11,9,2,3,0,4,1,0,0,40,39
7491,7491,25,4,255647,11,9,2,8,5,4,0,0,0,25,26
7492,7492,53,4,123011,11,9,0,14,1,4,1,0,0,40,39
7493,7493,66,6,291362,14,15,2,10,0,4,1,0,0,50,39
7494,7494,31,4,159187,15,10,2,3,0,4,1,0,0,40,39
7495,7495,30,7,126414,9,13,3,1,1,4,1,0,0,40,39
7496,7496,22,4,227626,11,9,0,14,1,4,1,0,0,40,39
7497,7497,47,5,173783,9,13,2,12,0,4,1,15024,0,60,39
7498,7498,74,4,211075,11,9,2,4,0,4,1,0,0,40,39
7499,7499,37,4,176756,15,10,2,1,0,2,1,0,1485,70,39
7500,7500,35,6,31095,15,10,5,5,1,4,1,4101,0,60,39
7501,7501,51,6,32372,9,13,2,4,0,4,1,0,1672,70,39
7502,7502,40,4,331651,15,10,5,8,1,4,0,0,0,40,39
7503,7503,51,2,146325,10,16,2,10,0,4,1,0,1887,40,39
7504,7504,26,4,515025,0,6,2,6,5,4,0,0,0,40,39
7505,7505,53,4,394474,7,12,4,1,4,2,0,0,0,40,39
7506,7506,32,4,400535,11,9,2,3,0,4,1,3781,0,40,39
7507,7507,29,6,337505,15,10,2,3,0,1,1,0,0,40,35
7508,7508,42,4,211860,11,9,5,1,1,4,1,0,0,40,39
7509,7509,22,4,102684,15,10,4,14,1,4,1,0,0,32,39
7510,7510,62,0,225657,11,9,2,0,0,4,1,0,0,24,39
7511,7511,33,4,121966,11,9,0,1,1,4,0,0,0,40,39
7512,7512,21,4,396790,11,9,4,14,3,2,1,0,0,20,39
7513,7513,46,2,149949,9,13,2,10,0,4,1,0,0,45,39
7514,7514,25,4,252187,1,7,4,6,1,4,1,0,0,40,39
7515,7515,29,4,209934,4,3,2,8,0,4,1,0,0,40,26
7516,7516,29,1,229300,9,13,4,10,1,4,1,0,0,48,39
7517,7517,33,4,170769,10,16,0,12,1,4,1,99999,0,60,39
7518,7518,50,4,200618,7,12,0,3,1,4,1,0,0,40,39
7519,7519,22,4,216984,11,9,4,1,1,0,0,0,0,40,39
7520,7520,40,4,212760,11,9,0,3,1,4,1,0,0,40,39
7521,7521,28,4,150309,11,9,2,7,0,0,1,0,0,45,39
7522,7522,54,4,174655,11,9,2,1,0,4,1,0,0,40,39
7523,7523,29,4,109621,11,9,2,3,0,4,1,0,0,40,39
7524,7524,49,4,225124,11,9,6,7,4,2,0,0,0,40,39
7525,7525,46,4,172695,1,7,6,8,1,4,0,0,0,27,8
7526,7526,71,6,238479,0,6,2,3,0,4,1,0,0,8,39
7527,7527,27,4,37754,15,10,2,5,0,4,1,0,0,80,39
7528,7528,56,4,85018,11,9,4,1,1,4,0,0,0,40,39
7529,7529,64,4,256466,11,9,2,13,0,1,1,0,0,60,30
7530,7530,23,4,169188,15,10,2,4,5,4,0,0,0,25,39
7531,7531,36,4,210945,9,13,2,10,0,4,1,0,0,40,39
7532,7532,39,2,287031,12,14,2,10,0,4,1,0,0,45,39
7533,7533,26,4,224361,11,9,4,4,1,4,1,0,0,40,39
7534,7534,31,1,108464,7,12,2,13,0,4,1,0,0,40,39
7535,7535,36,4,75826,9,13,0,1,4,4,0,0,0,40,39
7536,7536,43,4,120277,11,9,2,3,0,4,1,0,0,40,39
7537,7537,25,4,104439,15,10,4,1,1,4,0,0,0,50,39
7538,7538,27,4,56870,11,9,2,7,0,4,1,0,0,40,39
7539,7539,24,4,200819,2,8,4,12,1,4,1,0,0,40,39
7540,7540,50,6,170562,7,12,2,11,0,4,1,0,0,20,39
7541,7541,30,4,80933,11,9,2,3,0,4,1,0,0,40,39
7542,7542,24,4,33088,1,7,4,6,1,4,1,0,0,40,39
7543,7543,41,2,112763,12,14,0,10,4,4,0,7430,0,36,39
7544,7544,29,4,177651,15,10,4,4,1,4,1,0,0,45,39
7545,7545,31,4,261943,15,10,2,4,0,4,1,0,0,40,39
7546,7546,54,4,169785,15,10,0,4,1,4,0,0,0,40,22
7547,7547,20,4,141481,1,7,2,12,2,4,0,0,0,50,39
7548,7548,37,4,433491,11,9,4,8,3,4,1,0,0,40,39
7549,7549,28,2,86615,11,9,4,8,3,2,1,0,0,30,39
7550,7550,39,4,125550,11,9,2,1,5,4,0,0,0,40,39
7551,7551,46,7,421223,15,10,4,4,1,4,0,0,0,40,39
7552,7552,35,4,26999,9,13,5,4,4,4,0,0,0,42,39
7553,7553,36,6,241998,15,10,2,12,0,4,1,99999,0,20,39
7554,7554,34,0,133861,11,9,2,0,0,4,1,0,0,25,39
7555,7555,44,4,115323,12,14,2,4,0,4,1,0,0,40,39
7556,7556,34,5,23778,9,13,0,4,1,4,1,0,0,50,39
7557,7557,28,6,190836,11,9,2,12,0,4,1,0,0,50,39
7558,7558,38,5,159179,14,15,2,10,0,4,1,0,0,45,39
7559,7559,64,0,205479,9,13,2,0,0,4,1,0,0,50,39
7560,7560,19,0,47713,15,10,4,0,3,4,0,0,0,40,39
7561,7561,35,4,163237,9,13,2,12,0,4,1,0,0,52,39
7562,7562,61,4,202202,11,9,4,1,1,4,0,0,0,40,39
7563,7563,45,4,168837,15,10,0,12,4,4,0,0,0,40,39
7564,7564,36,4,112271,11,9,2,14,0,4,1,0,0,40,39
7565,7565,34,4,52537,11,9,4,14,4,2,1,0,0,30,39
7566,7566,27,4,38353,8,11,2,12,0,4,1,0,0,60,39
7567,7567,22,4,141698,0,6,4,3,4,4,1,0,0,40,39
7568,7568,26,4,28856,9,13,4,13,1,4,0,0,0,40,39
7569,7569,19,4,175652,1,7,4,8,2,4,0,0,0,15,39
7570,7570,36,4,213008,11,9,0,5,1,4,1,0,0,40,39
7571,7571,51,4,196501,9,13,0,4,1,4,1,14084,0,50,39
7572,7572,63,4,118798,11,9,2,3,0,4,1,99999,0,40,39
7573,7573,51,4,92463,11,9,2,1,0,4,1,0,0,40,39
7574,7574,20,7,125165,15,10,4,1,3,4,0,0,0,25,39
7575,7575,42,6,103980,8,11,2,10,0,4,1,0,0,50,39
7576,7576,40,0,180362,9,13,4,0,3,4,0,0,0,40,39
7577,7577,25,4,53903,15,10,2,3,0,4,1,0,0,40,39
7578,7578,40,4,179735,8,11,0,1,4,4,0,0,0,50,39
7579,7579,41,0,277390,9,13,2,0,5,4,0,0,0,30,39
7580,7580,49,4,122177,11,9,4,6,3,4,1,0,0,80,39
7581,7581,46,4,188161,11,9,5,7,3,2,0,0,0,40,39
7582,7582,32,6,170108,11,9,5,12,1,4,1,0,0,50,39
7583,7583,28,4,175262,15,10,2,6,0,2,1,0,0,40,26
7584,7584,19,0,204441,11,9,4,0,2,2,1,0,0,20,39
7585,7585,19,4,164395,11,9,4,1,3,4,0,0,0,25,39
7586,7586,18,4,115630,1,7,4,1,3,2,1,0,0,20,39
7587,7587,39,4,178815,11,9,4,12,1,4,1,0,0,55,39
7588,7588,60,6,168223,9,13,0,10,1,4,0,0,0,30,39
7589,7589,46,2,202560,9,13,0,10,1,4,0,0,1408,40,39
7590,7590,38,4,100295,5,4,2,7,5,4,0,0,0,50,2
7591,7591,36,4,172256,11,9,2,7,0,4,1,0,0,44,39
7592,7592,45,4,51664,15,10,2,12,0,4,1,0,0,40,39
7593,7593,60,7,358893,9,13,0,10,1,4,0,0,2339,40,39
7594,7594,30,4,115963,1,7,2,3,0,4,1,0,0,40,39
7595,7595,22,4,333910,15,10,4,13,1,4,0,0,0,43,39
7596,7596,23,4,148948,15,10,4,4,1,4,1,0,0,45,39
